,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Šveđani,20.0,4.0,17.0,18.0,9.0,42.0,46.0,22.0,6.0,21.0
Finci,16.0,13.0,16.0,20.0,16.0,42.0,52.0,23.0,7.0,30.0
Venezuelanci,19.0,9.0,20.0,21.0,13.0,44.0,47.0,22.0,7.0,24.0
Marokanci,14.0,9.0,14.0,17.0,13.0,36.0,52.0,17.0,6.0,23.0
Sirijci,15.0,6.0,17.0,21.0,13.0,42.0,53.0,22.0,10.0,24.0
Pakistanci,18.0,5.0,18.0,21.0,12.0,47.0,44.0,25.0,7.0,19.0
Britanski ljudi,15.0,7.0,15.0,21.0,14.0,42.0,53.0,26.0,8.0,19.0
Francuzi,20.0,9.0,19.0,19.0,15.0,48.0,53.0,24.0,4.0,26.0
Grci,19.0,5.0,17.0,17.0,9.0,47.0,43.0,22.0,8.0,23.0
Indonežani,22.0,10.0,18.0,19.0,16.0,49.0,53.0,24.0,6.0,30.0
Vijetnamci,13.0,12.0,15.0,19.0,15.0,40.0,54.0,20.0,4.0,28.0
Rumunji,17.0,6.0,14.0,15.0,10.0,39.0,50.0,19.0,6.0,21.0
Ekvadorci,17.0,7.0,18.0,23.0,12.0,44.0,50.0,22.0,8.0,22.0
Norvežani,15.0,13.0,19.0,17.0,16.0,38.0,52.0,18.0,8.0,29.0
Nepalci,11.0,8.0,15.0,21.0,14.0,38.0,48.0,20.0,9.0,22.0
škoti,14.0,14.0,16.0,23.0,20.0,49.0,51.0,20.0,9.0,34.0
Bengalci,8.0,8.0,12.0,13.0,13.0,30.0,53.0,14.0,10.0,22.0
Poljaci,15.0,11.0,13.0,19.0,15.0,42.0,53.0,25.0,8.0,26.0
tajvanski narodi,11.0,8.0,14.0,17.0,11.0,35.0,43.0,20.0,8.0,26.0
Albanci,16.0,4.0,16.0,18.0,9.0,38.0,37.0,19.0,5.0,17.0
Kolumbijci,20.0,10.0,17.0,20.0,15.0,45.0,51.0,24.0,7.0,25.0
Egipćani,11.0,5.0,11.0,13.0,9.0,33.0,43.0,15.0,8.0,24.0
Korejci,16.0,7.0,16.0,19.0,12.0,40.0,52.0,19.0,5.0,22.0
perzijski narodi,8.0,9.0,10.0,13.0,14.0,29.0,45.0,15.0,9.0,29.0
portugalski muškarci,9.0,18.0,13.0,12.0,23.0,34.0,60.0,16.0,7.0,33.0
portugalske žene,23.0,20.0,24.0,19.0,31.0,51.0,72.0,16.0,10.0,33.0
turski narodi,11.0,9.0,15.0,18.0,12.0,36.0,45.0,21.0,9.0,26.0
Austrijanci,17.0,5.0,15.0,19.0,10.0,42.0,45.0,22.0,4.0,19.0
Južnoafrikanci,16.0,7.0,17.0,19.0,12.0,40.0,49.0,19.0,5.0,24.0
Nizozemci,15.0,8.0,13.0,15.0,13.0,41.0,50.0,21.0,5.0,20.0
Čileanci,17.0,15.0,17.0,19.0,19.0,38.0,61.0,21.0,4.0,33.0
Libanonski narodi,14.0,6.0,18.0,18.0,11.0,39.0,38.0,22.0,6.0,25.0
