,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
činovnici,12.0,4.0,16.0,16.0,8.0,36.0,44.0,15.0,5.0,19.0
fotografi,5.0,15.0,6.0,4.0,20.0,22.0,78.0,6.0,8.0,27.0
čistačice,16.0,19.0,14.0,24.0,26.0,50.0,74.0,19.0,10.0,44.0
kompozitori,6.0,12.0,8.0,7.0,17.0,19.0,64.0,11.0,10.0,27.0
farmaceuti,16.0,14.0,16.0,16.0,20.0,48.0,62.0,24.0,4.0,28.0
sociolozi,13.0,5.0,16.0,17.0,14.0,36.0,51.0,17.0,3.0,21.0
novinari,16.0,6.0,20.0,20.0,15.0,48.0,48.0,24.0,2.0,20.0
stražari,13.0,7.0,11.0,11.0,15.0,43.0,57.0,18.0,5.0,25.0
glumci,13.0,10.0,16.0,24.0,17.0,42.0,62.0,21.0,13.0,24.0
babice,17.0,17.0,20.0,21.0,38.0,50.0,73.0,16.0,12.0,30.0
šerifi,10.0,6.0,14.0,17.0,13.0,35.0,49.0,14.0,9.0,21.0
urednici,12.0,8.0,9.0,13.0,12.0,33.0,51.0,17.0,5.0,23.0
dizajneri,13.0,23.0,6.0,13.0,28.0,27.0,94.0,16.0,13.0,38.0
suci,8.0,5.0,15.0,12.0,9.0,36.0,34.0,19.0,7.0,20.0
pjesnici,6.0,10.0,8.0,8.0,15.0,25.0,61.0,14.0,13.0,24.0
sluškinje,27.0,10.0,33.0,31.0,25.0,76.0,59.0,34.0,11.0,25.0
