anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
10.0,13.0,16.0,11.0,23.0,31.0,74.0,11.0,10.0,35.0
10.0,15.0,9.0,14.0,20.0,28.0,69.0,15.0,8.0,35.0
14.0,25.0,12.0,15.0,29.0,33.0,74.0,24.0,12.0,45.0
14.0,14.0,21.0,20.0,19.0,39.0,48.0,26.0,10.0,29.0
13.0,17.0,14.0,17.0,25.0,39.0,70.0,20.0,9.0,40.0
12.0,10.0,11.0,24.0,15.0,38.0,62.0,23.0,6.0,30.0
14.0,6.0,14.0,17.0,10.0,37.0,51.0,21.0,5.0,23.0
18.0,7.0,14.0,20.0,14.0,50.0,50.0,24.0,4.0,23.0
8.0,17.0,8.0,14.0,17.0,27.0,75.0,17.0,9.0,38.0
15.0,7.0,10.0,18.0,12.0,45.0,49.0,24.0,2.0,18.0
12.0,16.0,16.0,15.0,23.0,39.0,64.0,12.0,14.0,34.0
15.0,16.0,12.0,17.0,22.0,32.0,69.0,17.0,9.0,34.0
21.0,16.0,22.0,21.0,28.0,50.0,77.0,16.0,14.0,33.0
13.0,12.0,15.0,14.0,17.0,32.0,56.0,15.0,8.0,25.0
9.0,10.0,8.0,14.0,15.0,36.0,57.0,16.0,5.0,24.0
4.0,13.0,8.0,8.0,16.0,23.0,71.0,9.0,3.0,31.0
9.0,12.0,11.0,14.0,17.0,26.0,66.0,17.0,15.0,28.0
14.0,7.0,17.0,16.0,16.0,43.0,54.0,19.0,7.0,25.0
4.0,17.0,10.0,11.0,19.0,28.0,63.0,14.0,9.0,36.0
17.0,15.0,12.0,15.0,15.0,36.0,66.0,22.0,14.0,29.0
14.0,7.0,18.0,27.0,12.0,59.0,41.0,24.0,8.0,20.0
15.0,7.0,10.0,18.0,12.0,45.0,49.0,24.0,2.0,18.0
10.0,25.0,10.0,14.0,26.0,30.0,85.0,18.0,12.0,46.0
15.0,13.0,18.0,15.0,20.0,42.0,64.0,23.0,6.0,30.0
4.0,8.0,13.0,15.0,15.0,25.0,57.0,13.0,11.0,23.0
13.0,27.0,14.0,10.0,28.0,30.0,82.0,19.0,12.0,47.0
8.0,11.0,18.0,18.0,19.0,37.0,59.0,14.0,11.0,28.0
17.0,10.0,13.0,15.0,15.0,44.0,56.0,23.0,4.0,26.0
14.0,6.0,14.0,14.0,11.0,44.0,31.0,21.0,6.0,21.0
18.0,10.0,16.0,20.0,16.0,47.0,56.0,25.0,8.0,28.0
19.0,21.0,19.0,22.0,32.0,53.0,77.0,20.0,14.0,39.0
12.0,15.0,14.0,20.0,16.0,40.0,78.0,24.0,6.0,41.0
15.0,12.0,15.0,18.0,17.0,37.0,56.0,21.0,7.0,28.0
25.0,21.0,22.0,26.0,32.0,56.0,83.0,22.0,17.0,39.0
13.0,10.0,15.0,20.0,16.0,35.0,55.0,16.0,8.0,26.0
8.0,15.0,11.0,14.0,20.0,31.0,63.0,16.0,8.0,32.0
13.0,23.0,13.0,19.0,27.0,33.0,77.0,17.0,14.0,42.0
12.0,10.0,11.0,14.0,14.0,37.0,47.0,20.0,7.0,25.0
11.0,13.0,12.0,13.0,17.0,34.0,59.0,19.0,6.0,30.0
16.0,12.0,18.0,14.0,15.0,42.0,55.0,23.0,5.0,30.0
12.0,12.0,10.0,9.0,15.0,34.0,56.0,16.0,5.0,29.0
18.0,6.0,18.0,16.0,15.0,41.0,53.0,19.0,5.0,26.0
14.0,6.0,13.0,16.0,16.0,42.0,53.0,16.0,3.0,20.0
12.0,8.0,12.0,18.0,15.0,34.0,56.0,16.0,3.0,22.0
17.0,15.0,16.0,17.0,18.0,38.0,59.0,22.0,5.0,35.0
2.0,14.0,5.0,12.0,16.0,25.0,66.0,13.0,4.0,30.0
6.0,11.0,8.0,13.0,16.0,28.0,71.0,15.0,3.0,30.0
10.0,11.0,12.0,13.0,14.0,32.0,62.0,14.0,14.0,24.0
6.0,11.0,8.0,6.0,17.0,21.0,73.0,13.0,10.0,25.0
12.0,7.0,12.0,13.0,14.0,42.0,39.0,24.0,4.0,19.0
9.0,20.0,8.0,14.0,22.0,27.0,79.0,15.0,17.0,38.0
6.0,4.0,10.0,15.0,9.0,29.0,53.0,11.0,4.0,19.0
22.0,18.0,19.0,21.0,25.0,44.0,53.0,29.0,9.0,35.0
16.0,8.0,16.0,16.0,12.0,43.0,34.0,21.0,6.0,21.0
15.0,5.0,12.0,13.0,11.0,46.0,52.0,19.0,2.0,21.0
8.0,11.0,21.0,22.0,18.0,39.0,56.0,24.0,8.0,29.0
6.0,10.0,7.0,7.0,13.0,19.0,58.0,12.0,7.0,20.0
24.0,13.0,21.0,23.0,31.0,58.0,73.0,19.0,14.0,31.0
22.0,10.0,21.0,25.0,19.0,57.0,49.0,24.0,6.0,26.0
15.0,11.0,17.0,15.0,14.0,43.0,55.0,22.0,7.0,27.0
5.0,10.0,2.0,9.0,12.0,25.0,66.0,17.0,0.0,28.0
11.0,14.0,19.0,17.0,20.0,35.0,60.0,14.0,10.0,30.0
17.0,5.0,15.0,10.0,10.0,41.0,47.0,15.0,6.0,28.0
20.0,17.0,23.0,26.0,26.0,51.0,70.0,25.0,10.0,41.0
10.0,13.0,11.0,13.0,18.0,31.0,57.0,15.0,8.0,30.0
8.0,7.0,6.0,3.0,11.0,21.0,41.0,9.0,7.0,18.0
9.0,11.0,9.0,10.0,18.0,31.0,65.0,16.0,8.0,29.0
12.0,8.0,15.0,16.0,14.0,41.0,55.0,20.0,6.0,22.0
13.0,14.0,15.0,14.0,18.0,36.0,62.0,21.0,12.0,28.0
6.0,15.0,3.0,6.0,20.0,20.0,73.0,13.0,10.0,28.0
12.0,4.0,16.0,16.0,8.0,36.0,44.0,15.0,5.0,19.0
5.0,15.0,6.0,4.0,20.0,22.0,78.0,6.0,8.0,27.0
16.0,19.0,14.0,24.0,26.0,50.0,74.0,19.0,10.0,44.0
6.0,12.0,8.0,7.0,17.0,19.0,64.0,11.0,10.0,27.0
16.0,14.0,16.0,16.0,20.0,48.0,62.0,24.0,4.0,28.0
13.0,5.0,16.0,17.0,14.0,36.0,51.0,17.0,3.0,21.0
16.0,6.0,20.0,20.0,15.0,48.0,48.0,24.0,2.0,20.0
13.0,7.0,11.0,11.0,15.0,43.0,57.0,18.0,5.0,25.0
13.0,10.0,16.0,24.0,17.0,42.0,62.0,21.0,13.0,24.0
17.0,17.0,20.0,21.0,38.0,50.0,73.0,16.0,12.0,30.0
10.0,6.0,14.0,17.0,13.0,35.0,49.0,14.0,9.0,21.0
12.0,8.0,9.0,13.0,12.0,33.0,51.0,17.0,5.0,23.0
13.0,23.0,6.0,13.0,28.0,27.0,94.0,16.0,13.0,38.0
8.0,5.0,15.0,12.0,9.0,36.0,34.0,19.0,7.0,20.0
6.0,10.0,8.0,8.0,15.0,25.0,61.0,14.0,13.0,24.0
27.0,10.0,33.0,31.0,25.0,76.0,59.0,34.0,11.0,25.0
